user_id,signup_date,city_tier,segment,preferred_device,lifetime_sessions,lifetime_orders,first_order_date,last_order_date,repeat_rate_flag,lifetime_revenue,user_value_band
u000032,2025-08-02,1,value,web,5.0,0.0,,,0,0.0,low
u000033,2025-08-10,2,value,web,7.0,0.0,,,0,0.0,low
u000034,2025-12-04,1,regular,mobile,6.0,0.0,,,0,0.0,low
u000035,2025-12-02,3,value,mobile,3.0,0.0,,,0,0.0,low
u000036,2025-09-11,2,regular,web,2.0,0.0,,,0,0.0,low
u000037,2025-07-29,3,premium,web,4.0,1.0,2025-11-29 23:36:12,2025-11-29 23:36:12,0,4987.15,high
u000038,2025-07-16,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000039,2025-07-11,2,premium,mobile,3.0,0.0,,,0,0.0,low
u000040,2025-09-13,2,value,web,3.0,1.0,2026-01-18 07:26:40,2026-01-18 07:26:40,0,7716.68,high
u000041,2025-07-03,3,value,web,6.0,1.0,2025-11-06 12:43:35,2025-11-06 12:43:35,0,7521.55,high
u000042,2025-09-01,3,regular,web,5.0,1.0,2026-01-11 04:13:19,2026-01-11 04:13:19,0,595.56,high
u000043,2026-01-11,1,regular,mobile,3.0,0.0,,,0,0.0,low
u000044,2025-10-08,3,regular,mobile,1.0,0.0,,,0,0.0,low
u000045,2025-12-13,1,value,mobile,2.0,0.0,,,0,0.0,low
u000046,2025-07-20,3,regular,mobile,2.0,0.0,,,0,0.0,low
u000047,2025-08-18,1,regular,web,4.0,1.0,2026-01-17 14:03:09,2026-01-17 14:03:09,0,4842.26,high
u000048,2026-01-08,2,value,web,5.0,0.0,,,0,0.0,low
u000049,2025-09-11,3,value,web,5.0,0.0,,,0,0.0,low
u000050,2025-11-06,1,premium,mobile,3.0,0.0,,,0,0.0,low
u000051,2026-01-14,2,value,mobile,4.0,0.0,,,0,0.0,low
u000052,2025-10-17,2,regular,web,3.0,0.0,,,0,0.0,low
u000053,2025-08-26,1,regular,web,5.0,1.0,2025-11-26 05:37:14,2025-11-26 05:37:14,0,4816.43,high
u000054,2025-10-13,3,regular,mobile,3.0,0.0,,,0,0.0,low
u000055,2025-07-04,3,regular,mobile,1.0,0.0,,,0,0.0,low
u000056,2025-07-17,3,premium,mobile,2.0,0.0,,,0,0.0,low
u000057,2025-06-24,2,value,web,4.0,1.0,2025-12-21 11:28:23,2025-12-21 11:28:23,0,3360.75,high
u000058,2025-12-26,2,value,mobile,4.0,1.0,2025-11-30 03:40:46,2025-11-30 03:40:46,0,13218.46,high
u000059,2025-11-11,1,regular,mobile,2.0,0.0,,,0,0.0,low
u000060,2025-08-25,1,regular,mobile,5.0,0.0,,,0,0.0,low
u000061,2025-08-08,1,value,mobile,2.0,0.0,,,0,0.0,low
u000062,2025-11-13,3,value,mobile,3.0,0.0,,,0,0.0,low
u000063,2026-01-02,3,value,mobile,5.0,0.0,,,0,0.0,low
u000064,2025-08-25,3,value,mobile,4.0,0.0,,,0,0.0,low
u000065,2025-08-29,2,value,web,5.0,1.0,2025-12-01 23:31:23,2025-12-01 23:31:23,0,2272.9,high
u000066,2025-12-19,2,premium,web,5.0,1.0,2025-12-14 09:32:12,2025-12-14 09:32:12,0,18171.94,high
u000067,2025-12-28,2,value,mobile,3.0,1.0,2025-10-28 09:25:31,2025-10-28 09:25:31,0,14428.02,high
u000068,2026-01-01,2,premium,mobile,0.0,0.0,,,0,0.0,low
u000069,2025-08-24,2,premium,web,4.0,0.0,,,0,0.0,low
u000070,2025-07-18,1,value,web,7.0,1.0,2026-01-04 00:18:42,2026-01-04 00:18:42,0,7896.56,high
u000071,2025-09-23,1,regular,mobile,3.0,0.0,,,0,0.0,low
u000072,2025-08-24,3,regular,mobile,2.0,0.0,,,0,0.0,low
u000073,2025-12-26,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000074,2025-07-01,3,value,web,2.0,0.0,,,0,0.0,low
u000075,2025-11-03,1,value,mobile,3.0,0.0,,,0,0.0,low
u000076,2025-12-30,2,value,mobile,4.0,0.0,,,0,0.0,low
u000077,2026-01-14,1,regular,web,6.0,0.0,,,0,0.0,low
u000078,2025-11-06,2,premium,web,2.0,0.0,,,0,0.0,low
u000079,2026-01-08,1,regular,mobile,4.0,0.0,,,0,0.0,low
u000080,2025-07-09,1,regular,web,8.0,0.0,,,0,0.0,low
u000081,2025-09-06,3,premium,mobile,5.0,0.0,,,0,0.0,low
u000082,2025-06-25,2,regular,mobile,6.0,1.0,2026-01-12 11:52:48,2026-01-12 11:52:48,0,8970.92,high
u000083,2026-01-15,2,value,mobile,4.0,0.0,,,0,0.0,low
u000084,2025-12-30,2,premium,web,2.0,0.0,,,0,0.0,low
u000085,2025-06-29,2,regular,mobile,1.0,0.0,,,0,0.0,low
u000086,2025-06-27,2,value,web,5.0,0.0,,,0,0.0,low
u000087,2025-09-08,1,regular,mobile,1.0,0.0,,,0,0.0,low
u000088,2025-08-16,3,premium,web,8.0,0.0,,,0,0.0,low
u000089,2025-12-18,3,value,mobile,5.0,0.0,,,0,0.0,low
u000090,2025-07-27,3,regular,mobile,4.0,0.0,,,0,0.0,low
u000091,2025-12-06,2,value,web,3.0,0.0,,,0,0.0,low
u000092,2025-10-17,1,value,web,2.0,0.0,,,0,0.0,low
u000093,2025-09-10,3,value,mobile,6.0,1.0,2026-01-16 07:19:58,2026-01-16 07:19:58,0,10516.94,high
u000094,2025-07-24,2,regular,web,4.0,0.0,,,0,0.0,low
u000095,2026-01-18,1,premium,web,2.0,0.0,,,0,0.0,low
u000096,2025-10-31,2,value,web,1.0,0.0,,,0,0.0,low
u000097,2025-09-23,3,value,mobile,2.0,0.0,,,0,0.0,low
u000098,2025-09-09,2,value,mobile,2.0,0.0,,,0,0.0,low
u000099,2025-12-30,3,value,web,2.0,0.0,,,0,0.0,low
u000100,2025-12-12,3,regular,mobile,0.0,0.0,,,0,0.0,low
u000101,2025-12-10,1,regular,web,3.0,1.0,2025-12-04 14:05:19,2025-12-04 14:05:19,0,6894.45,high
u000102,2025-10-30,3,regular,web,1.0,0.0,,,0,0.0,low
u000103,2025-12-26,2,regular,web,0.0,0.0,,,0,0.0,low
u000104,2025-08-25,2,regular,web,4.0,0.0,,,0,0.0,low
u000105,2025-11-18,1,value,web,3.0,0.0,,,0,0.0,low
u000106,2025-09-16,3,value,mobile,1.0,0.0,,,0,0.0,low
u000107,2025-10-27,2,premium,web,4.0,0.0,,,0,0.0,low
u000108,2026-01-19,1,regular,mobile,3.0,0.0,,,0,0.0,low
u000109,2026-01-16,2,premium,web,3.0,0.0,,,0,0.0,low
u000110,2025-10-09,1,premium,web,3.0,1.0,2025-12-16 01:26:55,2025-12-16 01:26:55,0,7500.35,high
u000111,2025-10-21,1,regular,web,3.0,0.0,,,0,0.0,low
u000112,2025-12-28,2,premium,mobile,4.0,0.0,,,0,0.0,low
u000113,2026-01-16,2,regular,mobile,2.0,1.0,2025-11-05 23:33:47,2025-11-05 23:33:47,0,4696.73,high
u000114,2025-12-03,3,value,web,5.0,1.0,2025-10-28 14:19:24,2025-10-28 14:19:24,0,7094.32,high
u000115,2025-07-07,2,value,web,3.0,0.0,,,0,0.0,low
u000116,2025-08-30,3,value,web,3.0,0.0,,,0,0.0,low
u000117,2025-12-28,2,value,mobile,3.0,0.0,,,0,0.0,low
u000118,2025-12-01,2,regular,web,5.0,0.0,,,0,0.0,low
u000119,2025-11-26,2,regular,mobile,4.0,0.0,,,0,0.0,low
u000120,2025-11-10,2,regular,web,5.0,0.0,,,0,0.0,low
u000121,2025-09-18,3,regular,web,1.0,0.0,,,0,0.0,low
u000122,2025-09-16,2,value,mobile,3.0,0.0,,,0,0.0,low
u000123,2025-12-10,1,regular,web,4.0,1.0,2026-01-14 22:52:55,2026-01-14 22:52:55,0,13081.56,high
u000124,2025-08-24,2,regular,web,3.0,0.0,,,0,0.0,low
u000125,2025-11-14,3,value,mobile,6.0,0.0,,,0,0.0,low
u000126,2025-11-22,1,value,web,1.0,0.0,,,0,0.0,low
u000127,2025-12-17,2,value,web,2.0,0.0,,,0,0.0,low
u000128,2025-08-29,3,value,web,2.0,0.0,,,0,0.0,low
u000129,2025-11-26,3,regular,web,2.0,0.0,,,0,0.0,low
u000130,2025-07-15,3,regular,mobile,3.0,0.0,,,0,0.0,low
u000131,2025-07-22,2,regular,web,5.0,0.0,,,0,0.0,low
u000132,2025-09-19,2,value,mobile,6.0,0.0,,,0,0.0,low
u000133,2025-07-05,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000134,2026-01-08,3,regular,mobile,7.0,0.0,,,0,0.0,low
u000135,2025-12-29,2,value,mobile,1.0,0.0,,,0,0.0,low
u000136,2025-07-03,3,regular,mobile,0.0,0.0,,,0,0.0,low
u000137,2025-12-16,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000138,2025-10-08,2,regular,web,2.0,0.0,,,0,0.0,low
u000139,2025-11-17,3,value,web,1.0,0.0,,,0,0.0,low
u000140,2025-12-26,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000141,2025-10-22,3,value,web,4.0,0.0,,,0,0.0,low
u000142,2025-07-17,2,value,mobile,4.0,2.0,2025-12-16 23:21:24,2025-12-21 23:39:21,1,19102.239999999998,high
u000143,2025-06-23,2,value,web,4.0,0.0,,,0,0.0,low
u000144,2025-10-05,2,premium,mobile,4.0,0.0,,,0,0.0,low
u000145,2026-01-08,2,value,web,2.0,0.0,,,0,0.0,low
u000146,2025-10-21,2,regular,mobile,3.0,1.0,2025-12-03 17:49:48,2025-12-03 17:49:48,0,5871.83,high
u000147,2025-09-09,1,value,web,5.0,0.0,,,0,0.0,low
u000148,2025-06-29,1,premium,web,3.0,1.0,2025-11-23 00:50:48,2025-11-23 00:50:48,0,2405.75,high
u000149,2026-01-01,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000150,2025-08-31,2,premium,mobile,3.0,0.0,,,0,0.0,low
u000151,2025-11-18,2,value,mobile,2.0,0.0,,,0,0.0,low
u000152,2025-11-16,1,value,mobile,5.0,0.0,,,0,0.0,low
u000153,2025-08-15,2,regular,web,2.0,0.0,,,0,0.0,low
u000154,2025-07-06,1,value,mobile,1.0,0.0,,,0,0.0,low
u000155,2025-09-12,3,regular,web,0.0,0.0,,,0,0.0,low
u000156,2025-08-29,3,premium,web,3.0,0.0,,,0,0.0,low
u000157,2025-11-17,1,regular,web,5.0,1.0,2026-01-04 15:20:57,2026-01-04 15:20:57,0,6058.84,high
u000158,2025-12-12,2,premium,web,2.0,0.0,,,0,0.0,low
u000159,2025-08-09,1,regular,mobile,0.0,0.0,,,0,0.0,low
u000160,2025-10-12,2,value,mobile,5.0,0.0,,,0,0.0,low
u000161,2025-07-01,1,regular,web,3.0,0.0,,,0,0.0,low
u000162,2025-08-07,2,value,mobile,2.0,0.0,,,0,0.0,low
u000163,2025-11-30,2,regular,web,4.0,1.0,2025-12-15 20:22:28,2025-12-15 20:22:28,0,7014.68,high
u000164,2025-12-07,3,value,web,4.0,0.0,,,0,0.0,low
u000165,2025-12-03,1,value,mobile,5.0,1.0,2025-10-29 01:48:15,2025-10-29 01:48:15,0,8193.03,high
u000166,2025-07-23,2,regular,web,0.0,0.0,,,0,0.0,low
u000167,2025-10-17,3,value,web,4.0,0.0,,,0,0.0,low
u000168,2025-09-20,3,value,mobile,2.0,2.0,2025-10-23 11:12:57,2025-12-11 10:37:48,1,5260.25,high
u000169,2026-01-17,2,regular,web,6.0,2.0,2025-12-01 04:26:15,2025-12-02 02:56:55,1,12280.47,high
u000170,2025-11-07,2,value,web,1.0,0.0,,,0,0.0,low
u000171,2026-01-05,2,regular,mobile,7.0,0.0,,,0,0.0,low
u000172,2025-07-23,2,value,web,6.0,0.0,,,0,0.0,low
u000173,2025-09-26,3,value,mobile,4.0,0.0,,,0,0.0,low
u000174,2025-12-02,2,value,mobile,1.0,0.0,,,0,0.0,low
u000175,2025-09-08,2,regular,web,4.0,0.0,,,0,0.0,low
u000176,2025-11-03,1,premium,web,2.0,0.0,,,0,0.0,low
u000177,2025-10-08,2,value,web,3.0,0.0,,,0,0.0,low
u000178,2026-01-17,3,premium,mobile,8.0,1.0,2025-11-25 09:53:13,2025-11-25 09:53:13,0,3139.82,high
u000179,2025-07-29,2,regular,web,6.0,1.0,2025-12-09 13:24:47,2025-12-09 13:24:47,0,3384.29,high
u000180,2026-01-05,2,regular,mobile,5.0,0.0,,,0,0.0,low
u000181,2025-09-15,3,regular,web,3.0,0.0,,,0,0.0,low
u000182,2025-09-29,3,regular,mobile,3.0,0.0,,,0,0.0,low
u000183,2025-10-12,2,regular,web,8.0,0.0,,,0,0.0,low
u000184,2025-08-18,2,regular,web,2.0,0.0,,,0,0.0,low
u000185,2026-01-11,2,regular,web,1.0,0.0,,,0,0.0,low
u000186,2025-12-31,2,value,mobile,1.0,0.0,,,0,0.0,low
u000187,2026-01-13,2,value,mobile,3.0,1.0,2025-12-01 14:29:39,2025-12-01 14:29:39,0,12824.15,high
u000188,2026-01-18,1,regular,web,2.0,0.0,,,0,0.0,low
u000189,2025-11-11,3,value,web,5.0,0.0,,,0,0.0,low
u000190,2025-09-26,3,value,web,5.0,0.0,,,0,0.0,low
u000191,2025-12-19,3,value,web,4.0,0.0,,,0,0.0,low
u000192,2025-06-28,3,value,mobile,1.0,0.0,,,0,0.0,low
u000193,2025-12-15,3,regular,mobile,3.0,0.0,,,0,0.0,low
u000194,2025-10-05,3,regular,mobile,4.0,1.0,2026-01-15 22:53:20,2026-01-15 22:53:20,0,2848.01,high
u000195,2025-11-11,3,regular,web,4.0,0.0,,,0,0.0,low
u000196,2025-09-09,2,value,web,3.0,1.0,2025-12-31 20:51:04,2025-12-31 20:51:04,0,2865.2,high
u000197,2025-09-08,2,regular,mobile,5.0,0.0,,,0,0.0,low
u000198,2025-06-30,1,regular,web,6.0,2.0,2025-12-12 01:00:34,2026-01-15 15:01:09,1,20890.89,high
u000199,2025-09-20,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000200,2025-09-17,2,regular,web,2.0,0.0,,,0,0.0,low
u000201,2025-08-09,2,regular,web,2.0,0.0,,,0,0.0,low
u000202,2025-08-14,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000203,2025-10-24,2,premium,web,0.0,0.0,,,0,0.0,low
u000204,2025-08-29,1,regular,mobile,2.0,1.0,2025-11-23 19:31:22,2025-11-23 19:31:22,0,10781.8,high
u000205,2025-12-14,3,regular,web,4.0,1.0,2025-11-23 19:54:59,2025-11-23 19:54:59,0,3467.37,high
u000206,2025-07-16,3,regular,web,3.0,1.0,2025-12-04 05:09:20,2025-12-04 05:09:20,0,13218.3,high
u000207,2025-10-22,1,value,web,2.0,1.0,2025-12-27 04:54:16,2025-12-27 04:54:16,0,11093.67,high
u000208,2025-07-27,1,premium,web,2.0,0.0,,,0,0.0,low
u000209,2025-10-12,2,value,web,4.0,0.0,,,0,0.0,low
u000210,2025-10-17,3,value,web,2.0,0.0,,,0,0.0,low
u000211,2025-11-05,3,premium,mobile,2.0,1.0,2025-12-01 03:11:40,2025-12-01 03:11:40,0,11109.92,high
u000212,2025-09-21,1,regular,mobile,0.0,0.0,,,0,0.0,low
u000213,2025-10-08,3,value,web,4.0,0.0,,,0,0.0,low
u000214,2025-07-31,1,value,web,2.0,0.0,,,0,0.0,low
u000215,2025-09-28,2,value,web,3.0,2.0,2025-11-01 19:18:39,2025-11-26 11:18:12,1,13159.98,high
u000216,2025-09-09,3,regular,mobile,5.0,0.0,,,0,0.0,low
u000217,2025-11-10,1,value,mobile,4.0,1.0,2025-11-20 09:10:14,2025-11-20 09:10:14,0,1656.65,high
u000218,2025-09-22,1,premium,web,6.0,0.0,,,0,0.0,low
u000219,2025-12-04,2,premium,web,2.0,0.0,,,0,0.0,low
u000220,2025-09-20,2,regular,web,2.0,0.0,,,0,0.0,low
u000221,2025-08-11,3,regular,web,3.0,0.0,,,0,0.0,low
u000222,2025-08-19,3,value,web,1.0,0.0,,,0,0.0,low
u000223,2025-07-02,1,value,mobile,1.0,0.0,,,0,0.0,low
u000224,2025-10-14,1,regular,web,2.0,1.0,2026-01-09 19:06:07,2026-01-09 19:06:07,0,11804.6,high
u000225,2025-12-14,3,value,web,4.0,0.0,,,0,0.0,low
u000226,2025-12-01,2,value,web,5.0,0.0,,,0,0.0,low
u000227,2025-09-23,3,value,mobile,5.0,2.0,2025-11-13 13:26:46,2025-12-17 11:34:39,1,10729.46,high
u000228,2025-08-03,2,value,web,1.0,0.0,,,0,0.0,low
u000229,2025-12-21,1,regular,web,5.0,0.0,,,0,0.0,low
u000230,2025-07-05,3,regular,web,4.0,0.0,,,0,0.0,low
u000231,2025-09-15,1,regular,mobile,4.0,0.0,,,0,0.0,low
u000232,2025-12-20,2,regular,web,6.0,0.0,,,0,0.0,low
u000233,2025-09-14,2,regular,mobile,1.0,0.0,,,0,0.0,low
u000234,2025-07-18,2,regular,web,2.0,0.0,,,0,0.0,low
u000235,2025-08-18,2,regular,web,4.0,1.0,2025-11-23 05:42:22,2025-11-23 05:42:22,0,14063.86,high
u000236,2025-10-27,2,regular,mobile,5.0,0.0,,,0,0.0,low
u000237,2025-07-25,3,value,mobile,2.0,0.0,,,0,0.0,low
u000238,2025-11-07,3,premium,web,3.0,0.0,,,0,0.0,low
u000239,2025-09-23,2,value,mobile,4.0,0.0,,,0,0.0,low
u000240,2025-09-01,1,value,web,9.0,0.0,,,0,0.0,low
u000241,2025-08-13,3,value,web,5.0,2.0,2025-11-04 14:19:10,2025-11-24 19:13:57,1,15728.330000000002,high
u000242,2025-12-13,3,regular,mobile,3.0,0.0,,,0,0.0,low
u000243,2025-09-14,2,regular,mobile,4.0,0.0,,,0,0.0,low
u000244,2025-11-25,2,regular,web,2.0,0.0,,,0,0.0,low
u000245,2025-09-23,2,premium,mobile,3.0,0.0,,,0,0.0,low
u000246,2025-07-12,1,value,web,5.0,1.0,2026-01-11 08:39:04,2026-01-11 08:39:04,0,3356.89,high
u000247,2025-09-23,2,regular,web,2.0,0.0,,,0,0.0,low
u000248,2025-10-08,2,value,mobile,3.0,0.0,,,0,0.0,low
u000249,2025-09-27,3,regular,web,6.0,2.0,2025-11-03 09:30:12,2026-01-07 02:31:55,1,9584.93,high
u000250,2025-12-11,3,value,mobile,3.0,1.0,2026-01-02 20:11:38,2026-01-02 20:11:38,0,3388.02,high
u000251,2025-12-31,3,value,mobile,3.0,0.0,,,0,0.0,low
u000252,2025-12-05,2,regular,mobile,4.0,1.0,2025-10-22 10:11:15,2025-10-22 10:11:15,0,1049.49,high
u000253,2025-10-23,2,regular,web,4.0,0.0,,,0,0.0,low
u000254,2025-10-15,3,regular,mobile,2.0,0.0,,,0,0.0,low
u000255,2025-11-05,3,regular,mobile,4.0,1.0,2025-11-09 04:17:13,2025-11-09 04:17:13,0,952.32,high
u000256,2025-08-22,2,regular,mobile,4.0,2.0,2025-10-21 14:41:34,2025-12-25 06:15:33,1,5247.93,high
u000257,2025-12-10,3,regular,web,6.0,1.0,2026-01-16 21:38:10,2026-01-16 21:38:10,0,2335.03,high
u000258,2025-12-20,1,value,web,3.0,1.0,2026-01-12 11:55:50,2026-01-12 11:55:50,0,5082.46,high
u000259,2025-08-18,3,value,web,2.0,0.0,,,0,0.0,low
u000260,2025-12-30,1,value,web,6.0,0.0,,,0,0.0,low
u000261,2025-12-18,1,value,web,3.0,0.0,,,0,0.0,low
u000262,2025-09-20,2,regular,mobile,7.0,0.0,,,0,0.0,low
u000263,2025-12-31,1,regular,mobile,0.0,0.0,,,0,0.0,low
u000264,2025-07-18,1,regular,web,2.0,0.0,,,0,0.0,low
u000265,2025-06-29,1,regular,web,3.0,0.0,,,0,0.0,low
u000266,2025-09-04,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000267,2025-10-20,3,regular,web,4.0,0.0,,,0,0.0,low
u000268,2025-09-05,1,value,mobile,4.0,1.0,2025-10-26 05:46:16,2025-10-26 05:46:16,0,12085.23,high
u000269,2026-01-07,2,value,web,3.0,1.0,2025-11-17 12:31:43,2025-11-17 12:31:43,0,14770.29,high
u000270,2025-08-15,3,regular,web,0.0,0.0,,,0,0.0,low
u000271,2025-08-21,1,regular,web,1.0,0.0,,,0,0.0,low
u000272,2025-11-03,1,value,mobile,3.0,0.0,,,0,0.0,low
u000273,2025-06-24,3,value,web,2.0,0.0,,,0,0.0,low
u000274,2025-11-23,3,regular,mobile,8.0,0.0,,,0,0.0,low
u000275,2025-09-10,2,regular,web,3.0,0.0,,,0,0.0,low
u000276,2026-01-14,3,value,web,3.0,0.0,,,0,0.0,low
u000277,2025-11-15,1,regular,mobile,2.0,0.0,,,0,0.0,low
u000278,2025-07-04,2,premium,web,3.0,0.0,,,0,0.0,low
u000279,2025-07-12,3,value,web,6.0,1.0,2025-10-28 03:54:51,2025-10-28 03:54:51,0,11794.02,high
u000280,2025-07-11,2,premium,web,6.0,1.0,2025-12-03 01:53:51,2025-12-03 01:53:51,0,4107.71,high
u000281,2026-01-09,3,value,mobile,6.0,1.0,2025-11-10 21:19:03,2025-11-10 21:19:03,0,14921.68,high
u000282,2025-11-14,2,regular,web,3.0,0.0,,,0,0.0,low
u000283,2025-09-21,3,regular,web,3.0,0.0,,,0,0.0,low
u000284,2025-08-04,2,value,mobile,2.0,0.0,,,0,0.0,low
u000285,2025-12-23,2,premium,mobile,1.0,0.0,,,0,0.0,low
u000286,2025-08-04,1,regular,mobile,2.0,0.0,,,0,0.0,low
u000287,2025-11-18,1,premium,mobile,2.0,0.0,,,0,0.0,low
u000288,2025-11-30,3,value,mobile,3.0,0.0,,,0,0.0,low
u000289,2025-08-24,1,premium,web,6.0,1.0,2026-01-07 03:30:21,2026-01-07 03:30:21,0,11841.93,high
u000290,2025-10-07,1,premium,web,2.0,0.0,,,0,0.0,low
u000291,2025-08-09,1,regular,mobile,4.0,0.0,,,0,0.0,low
u000292,2025-09-11,1,value,mobile,7.0,1.0,2026-01-04 22:08:23,2026-01-04 22:08:23,0,17094.8,high
u000293,2026-01-12,3,regular,mobile,1.0,0.0,,,0,0.0,low
u000294,2025-11-15,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000295,2025-12-18,3,premium,web,2.0,0.0,,,0,0.0,low
u000296,2025-10-14,1,regular,web,2.0,0.0,,,0,0.0,low
u000297,2025-08-12,2,value,mobile,5.0,0.0,,,0,0.0,low
u000298,2025-11-20,2,value,web,5.0,0.0,,,0,0.0,low
u000299,2025-10-06,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000300,2025-07-30,3,premium,mobile,2.0,0.0,,,0,0.0,low
u000301,2025-09-18,3,value,web,5.0,1.0,2025-12-07 08:05:12,2025-12-07 08:05:12,0,11005.11,high
u000302,2025-11-03,3,regular,mobile,5.0,0.0,,,0,0.0,low
u000303,2025-11-24,1,premium,mobile,3.0,0.0,,,0,0.0,low
u000304,2025-08-13,1,value,mobile,2.0,0.0,,,0,0.0,low
u000305,2025-12-24,2,value,web,4.0,0.0,,,0,0.0,low
u000306,2025-09-11,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000307,2025-08-19,3,regular,web,3.0,0.0,,,0,0.0,low
u000308,2025-08-03,2,value,web,7.0,1.0,2026-01-07 02:13:21,2026-01-07 02:13:21,0,9813.08,high
u000309,2025-12-09,2,regular,web,4.0,1.0,2025-12-24 08:10:01,2025-12-24 08:10:01,0,11822.71,high
u000310,2025-09-05,3,regular,mobile,2.0,0.0,,,0,0.0,low
u000311,2025-10-02,3,premium,mobile,5.0,1.0,2025-11-19 05:11:16,2025-11-19 05:11:16,0,3238.92,high
u000312,2025-08-09,1,premium,web,4.0,0.0,,,0,0.0,low
u000313,2025-11-14,1,regular,mobile,3.0,1.0,2025-12-25 10:38:54,2025-12-25 10:38:54,0,5173.74,high
u000314,2025-12-04,2,regular,web,2.0,0.0,,,0,0.0,low
u000315,2025-09-02,2,value,mobile,2.0,0.0,,,0,0.0,low
u000316,2026-01-07,2,regular,web,3.0,0.0,,,0,0.0,low
u000317,2025-06-29,2,value,mobile,1.0,0.0,,,0,0.0,low
u000318,2025-07-21,3,regular,web,4.0,0.0,,,0,0.0,low
u000319,2025-10-25,3,value,mobile,3.0,0.0,,,0,0.0,low
u000320,2025-11-17,2,regular,web,4.0,0.0,,,0,0.0,low
u000321,2025-08-15,2,value,mobile,5.0,0.0,,,0,0.0,low
u000322,2025-10-17,2,value,mobile,5.0,0.0,,,0,0.0,low
u000323,2025-08-29,2,value,web,1.0,0.0,,,0,0.0,low
u000324,2025-10-17,2,regular,web,1.0,0.0,,,0,0.0,low
u000325,2025-11-08,2,regular,mobile,4.0,0.0,,,0,0.0,low
u000326,2026-01-13,2,value,mobile,4.0,1.0,2025-12-25 04:16:08,2025-12-25 04:16:08,0,11084.73,high
u000327,2025-09-27,1,premium,web,0.0,0.0,,,0,0.0,low
u000328,2025-11-06,1,premium,web,2.0,0.0,,,0,0.0,low
u000329,2025-10-22,1,value,web,2.0,0.0,,,0,0.0,low
u000330,2025-08-29,3,regular,mobile,3.0,0.0,,,0,0.0,low
u000331,2025-08-15,2,regular,mobile,2.0,0.0,,,0,0.0,low
