session_id,user_id,start_ts,device,channel,campaign_id,variant,is_new_user,add_to_cart,begin_checkout,landing_view,payment_attempt,product_view,purchase,has_product_view,has_add_to_cart,has_begin_checkout,has_payment_attempt,has_purchase,time_to_cart_sec,time_to_checkout_sec,time_to_purchase_sec,session_duration_sec
s0000016,u001223,2025-12-31 12:26:14,web,organic,c023,a,0,2025-12-31 12:28:27,,2025-12-31 12:27:07,,2025-12-31 12:27:46,,1,1,0,0,0,41.0,,,80.0
s0000017,u000425,2025-12-15 13:49:34,web,organic,c021,a,0,,,2025-12-15 13:49:49,,2025-12-15 13:49:56,,1,0,0,0,0,,,,7.0
s0000018,u001531,2026-01-02 15:09:33,mobile,search,c033,,0,,,2026-01-02 15:10:08,,2026-01-02 15:10:17,,1,0,0,0,0,,,,9.0
s0000019,u001974,2025-11-26 19:42:48,mobile,search,c014,,0,,,2025-11-26 19:44:18,,2025-11-26 19:44:59,,1,0,0,0,0,,,,41.0
s0000020,u002080,2026-01-06 19:05:25,web,email,c014,b,0,,,2026-01-06 19:06:45,,,,0,0,0,0,0,,,,0.0
s0000021,u000983,2026-01-01 07:22:36,web,organic,c018,,0,,,2026-01-01 07:24:11,,2026-01-01 07:25:31,,1,0,0,0,0,,,,80.0
s0000022,u000592,2025-10-21 14:18:04,mobile,paid_social,c007,,0,,,2025-10-21 14:18:14,,2025-10-21 14:19:25,,1,0,0,0,0,,,,71.0
s0000023,u001054,2025-12-04 08:12:41,web,search,c035,b,1,,,2025-12-04 08:13:49,,2025-12-04 08:15:17,,1,0,0,0,0,,,,88.0
s0000024,u000229,2025-11-14 06:08:52,mobile,email,c016,,1,,,2025-11-14 06:10:29,,2025-11-14 06:11:19,,1,0,0,0,0,,,,50.0
s0000025,u001470,2025-10-29 04:50:21,web,organic,c035,a,1,,,2025-10-29 04:51:18,,2025-10-29 04:51:50,,1,0,0,0,0,,,,32.0
s0000026,u000944,2026-01-05 14:21:34,mobile,organic,c017,,0,2026-01-05 14:25:37,2026-01-05 14:25:57,2026-01-05 14:23:12,2026-01-05 14:27:29,2026-01-05 14:23:58,,1,1,1,1,0,99.0,119.0,,257.0
s0000027,u000269,2025-10-22 03:44:50,web,organic,c028,a,1,,,2025-10-22 03:45:14,,,,0,0,0,0,0,,,,0.0
s0000028,,2025-12-26 03:43:45,mobile,paid_social,c029,,0,,,2025-12-26 03:44:43,,,,0,0,0,0,0,,,,0.0
s0000029,u001581,2026-01-18 09:04:16,mobile,search,c032,,0,,,2026-01-18 09:04:27,,,,0,0,0,0,0,,,,0.0
s0000030,,2025-12-03 19:44:19,web,paid_social,c028,,0,,,2025-12-03 19:46:07,,,,0,0,0,0,0,,,,0.0
s0000031,u000891,2025-11-23 20:27:20,mobile,organic,c028,,0,,,2025-11-23 20:28:47,,2025-11-23 20:30:43,,1,0,0,0,0,,,,116.0
s0000032,,2025-12-14 23:10:31,web,organic,c013,,0,,,2025-12-14 23:10:53,,,,0,0,0,0,0,,,,0.0
s0000033,u001562,2026-01-01 20:43:24,web,search,c003,,0,,,2026-01-01 20:44:46,,2026-01-01 20:45:56,,1,0,0,0,0,,,,70.0
s0000034,u001758,2025-11-12 01:31:13,mobile,organic,c038,,0,,,2025-11-12 01:32:12,,,,0,0,0,0,0,,,,0.0
s0000035,u000990,2025-11-13 00:05:28,mobile,referral,c034,,1,,,2025-11-13 00:07:26,,2025-11-13 00:08:45,,1,0,0,0,0,,,,79.0
s0000036,u001087,2025-12-15 02:04:50,web,email,c012,,0,,,2025-12-15 02:05:13,,2025-12-15 02:06:30,,1,0,0,0,0,,,,77.0
s0000037,,2026-01-14 00:42:59,web,organic,c001,,0,,,2026-01-14 00:43:35,,2026-01-14 00:44:48,,1,0,0,0,0,,,,73.0
s0000038,,2025-11-17 07:12:23,web,paid_social,c040,,0,2025-11-17 07:14:49,2025-11-17 07:15:50,2025-11-17 07:13:47,2025-11-17 07:16:37,2025-11-17 07:14:16,,1,1,1,1,0,33.0,94.0,,170.0
s0000039,u000318,2025-11-24 08:21:58,web,organic,c004,a,0,,,2025-11-24 08:23:18,,2025-11-24 08:25:00,,1,0,0,0,0,,,,102.0
s0000040,u000090,2026-01-18 20:10:33,web,referral,c002,b,0,,,2026-01-18 20:12:14,,2026-01-18 20:12:47,,1,0,0,0,0,,,,33.0
s0000041,u001832,2025-11-06 07:12:57,web,paid_social,c040,b,0,,,2025-11-06 07:13:40,,,,0,0,0,0,0,,,,0.0
s0000042,u001182,2025-10-28 08:49:38,web,organic,c027,a,0,2025-10-28 08:52:07,,2025-10-28 08:50:44,,2025-10-28 08:51:17,,1,1,0,0,0,50.0,,,83.0
s0000043,,2025-12-13 12:26:50,mobile,paid_social,c025,,0,,,2025-12-13 12:28:48,,,,0,0,0,0,0,,,,0.0
s0000044,u001311,2025-10-23 14:59:34,mobile,organic,c025,,0,,,2025-10-23 15:00:40,,,,0,0,0,0,0,,,,0.0
s0000045,u000908,2025-11-06 16:18:42,mobile,organic,c030,,0,,,2025-11-06 16:20:19,,,,0,0,0,0,0,,,,0.0
s0000046,u001962,2025-12-16 10:32:52,web,organic,c024,,0,,,2025-12-16 10:34:03,,2025-12-16 10:35:57,,1,0,0,0,0,,,,114.0
s0000047,u001034,2025-12-19 19:07:22,web,search,c030,,1,,,2025-12-19 19:09:02,,,,0,0,0,0,0,,,,0.0
s0000048,u001103,2025-12-06 09:05:40,web,organic,c032,a,1,,,2025-12-06 09:07:24,,2025-12-06 09:08:19,,1,0,0,0,0,,,,55.0
s0000049,u001169,2025-11-24 23:28:18,web,referral,c009,a,0,,,2025-11-24 23:30:01,,2025-11-24 23:31:35,,1,0,0,0,0,,,,94.0
s0000050,u000347,2025-12-12 07:09:46,web,search,c024,b,0,,,2025-12-12 07:11:03,,2025-12-12 07:12:01,,1,0,0,0,0,,,,58.0
s0000051,u000382,2025-12-18 08:17:21,web,email,c014,b,0,,,2025-12-18 08:18:08,,,,0,0,0,0,0,,,,0.0
s0000052,u000397,2026-01-01 18:05:50,mobile,organic,c025,,0,,,2026-01-01 18:05:57,,,,0,0,0,0,0,,,,0.0
s0000053,u000559,2025-12-31 18:55:04,mobile,email,c007,,0,,,2025-12-31 18:55:54,,,,0,0,0,0,0,,,,0.0
s0000054,u000352,2025-12-20 06:32:44,web,paid_social,c036,a,0,,,2025-12-20 06:34:37,,2025-12-20 06:35:13,,1,0,0,0,0,,,,36.0
s0000055,u000494,2026-01-09 22:07:06,web,paid_social,c011,b,1,,,2026-01-09 22:08:05,,,,0,0,0,0,0,,,,0.0
s0000056,u002065,2026-01-04 20:42:38,mobile,email,c008,,0,,,2026-01-04 20:43:31,,2026-01-04 20:45:00,,1,0,0,0,0,,,,89.0
s0000057,u000794,2025-11-02 10:23:15,mobile,search,c005,,0,,,2025-11-02 10:24:23,,2025-11-02 10:26:15,,1,0,0,0,0,,,,112.0
s0000058,u001746,2026-01-15 13:00:13,web,paid_social,c022,a,0,,,2026-01-15 13:01:50,,2026-01-15 13:03:42,,1,0,0,0,0,,,,112.0
s0000059,u000866,2026-01-09 16:44:22,mobile,email,c015,,1,,,2026-01-09 16:45:36,,,,0,0,0,0,0,,,,0.0
s0000060,,2025-11-19 07:46:43,web,organic,c029,,0,2025-11-19 07:52:10,2025-11-19 07:53:22,2025-11-19 07:48:30,2025-11-19 07:54:12,2025-11-19 07:50:19,2025-11-19 07:55:04,1,1,1,1,1,111.0,183.0,285.0,394.0
s0000061,u001657,2025-10-23 06:10:28,mobile,organic,c017,,0,,,2025-10-23 06:12:00,,2025-10-23 06:13:32,,1,0,0,0,0,,,,92.0
s0000062,,2025-12-14 19:09:51,mobile,referral,c013,,0,,,2025-12-14 19:10:30,,2025-12-14 19:12:18,,1,0,0,0,0,,,,108.0
s0000063,u000635,2025-11-29 21:33:29,web,email,c013,a,1,,,2025-11-29 21:35:03,,2025-11-29 21:35:41,,1,0,0,0,0,,,,38.0
s0000064,u000211,2025-12-27 21:38:24,web,search,c009,a,0,,,2025-12-27 21:39:23,,2025-12-27 21:40:34,,1,0,0,0,0,,,,71.0
s0000065,u000678,2025-12-07 15:42:41,mobile,email,c028,,1,,,2025-12-07 15:44:02,,,,0,0,0,0,0,,,,0.0
s0000066,u001545,2025-10-28 07:47:43,mobile,email,c006,,1,,,2025-10-28 07:47:54,,,,0,0,0,0,0,,,,0.0
s0000067,u001440,2025-11-12 11:06:03,mobile,search,c037,,0,,,2025-11-12 11:07:27,,2025-11-12 11:08:01,,1,0,0,0,0,,,,34.0
s0000068,u001550,2026-01-08 20:49:38,web,organic,c011,b,0,,,2026-01-08 20:50:41,,2026-01-08 20:50:51,,1,0,0,0,0,,,,10.0
s0000069,u002186,2025-10-24 19:59:09,mobile,search,c001,,0,2025-10-24 20:01:55,,2025-10-24 20:00:31,,2025-10-24 20:01:48,,1,1,0,0,0,7.0,,,84.0
s0000070,u000495,2025-12-26 17:46:57,mobile,search,c027,,1,,,2025-12-26 17:48:52,,2025-12-26 17:49:53,,1,0,0,0,0,,,,61.0
s0000071,u000978,2025-11-16 17:10:26,mobile,organic,c029,,0,,,2025-11-16 17:11:07,,2025-11-16 17:12:17,,1,0,0,0,0,,,,70.0
s0000072,u001080,2025-12-01 04:16:41,web,referral,c025,a,1,2025-12-01 04:20:07,,2025-12-01 04:18:04,,2025-12-01 04:18:41,,1,1,0,0,0,86.0,,,123.0
s0000073,,2025-12-08 05:32:52,web,paid_social,c015,,0,2025-12-08 05:35:55,2025-12-08 05:37:24,2025-12-08 05:34:29,2025-12-08 05:39:21,2025-12-08 05:35:12,2025-12-08 05:39:55,1,1,1,1,1,43.0,132.0,283.0,326.0
s0000074,u001458,2025-11-12 22:45:06,mobile,email,c007,,0,,,2025-11-12 22:45:21,,,,0,0,0,0,0,,,,0.0
s0000075,u000108,2025-12-19 02:48:38,web,paid_social,c035,b,1,,,2025-12-19 02:49:11,,,,0,0,0,0,0,,,,0.0
s0000076,u001975,2025-12-22 20:24:40,web,organic,c020,b,0,,,2025-12-22 20:25:10,,,,0,0,0,0,0,,,,0.0
s0000077,u000195,2025-10-29 02:18:16,web,paid_social,c020,b,1,,,2025-10-29 02:18:38,,2025-10-29 02:20:21,,1,0,0,0,0,,,,103.0
s0000078,,2025-11-24 02:15:31,mobile,paid_social,c009,,0,,,2025-11-24 02:15:51,,2025-11-24 02:17:21,,1,0,0,0,0,,,,90.0
s0000079,u000382,2025-12-27 10:25:52,mobile,paid_social,c032,,0,2025-12-27 10:29:21,,2025-12-27 10:26:38,,2025-12-27 10:27:43,,1,1,0,0,0,98.0,,,163.0
s0000080,u001963,2025-12-25 09:18:47,mobile,organic,c038,,0,,,2025-12-25 09:19:23,,2025-12-25 09:21:01,,1,0,0,0,0,,,,98.0
s0000081,u001896,2025-12-09 10:55:09,mobile,email,c026,,0,2025-12-09 10:57:49,2025-12-09 10:58:35,2025-12-09 10:56:05,2025-12-09 10:58:43,2025-12-09 10:57:18,2025-12-09 10:59:34,1,1,1,1,1,31.0,77.0,136.0,209.0
s0000082,u002030,2025-12-30 10:21:13,mobile,organic,c029,,0,,,2025-12-30 10:21:57,,2025-12-30 10:23:29,,1,0,0,0,0,,,,92.0
s0000083,u001834,2025-10-31 03:05:20,web,search,c029,,0,,,2025-10-31 03:06:14,,,,0,0,0,0,0,,,,0.0
s0000084,u002032,2025-11-01 01:54:44,web,search,c007,b,0,2025-11-01 01:58:22,2025-11-01 01:59:52,2025-11-01 01:55:55,2025-11-01 02:00:53,2025-11-01 01:56:37,2025-11-01 02:02:11,1,1,1,1,1,105.0,195.0,334.0,376.0
s0000085,u001038,2025-12-19 14:45:10,mobile,referral,c019,,0,,,2025-12-19 14:45:44,,,,0,0,0,0,0,,,,0.0
s0000086,u000011,2025-12-22 20:10:38,mobile,organic,c012,,0,,,2025-12-22 20:11:08,,2025-12-22 20:11:29,,1,0,0,0,0,,,,21.0
s0000087,u000964,2026-01-02 17:57:14,mobile,organic,c017,,1,,,2026-01-02 17:58:10,,2026-01-02 17:59:54,,1,0,0,0,0,,,,104.0
s0000088,u000487,2025-11-06 17:36:56,web,referral,c035,,0,,,2025-11-06 17:38:49,,2025-11-06 17:39:42,,1,0,0,0,0,,,,53.0
s0000089,u000539,2025-12-06 22:48:10,mobile,referral,c034,,0,,,2025-12-06 22:48:16,,2025-12-06 22:49:39,,1,0,0,0,0,,,,83.0
s0000090,u001521,2025-12-19 21:58:18,web,organic,c023,,0,,,2025-12-19 21:59:07,,,,0,0,0,0,0,,,,0.0
s0000091,u000368,2025-11-10 13:46:02,web,email,c005,,1,,,2025-11-10 13:46:18,,,,0,0,0,0,0,,,,0.0
s0000092,,2025-12-06 23:08:25,web,referral,c015,,0,,,2025-12-06 23:09:26,,,,0,0,0,0,0,,,,0.0
s0000093,,2025-12-17 21:37:02,web,organic,c029,,0,,,2025-12-17 21:38:55,,,,0,0,0,0,0,,,,0.0
s0000094,,2025-11-09 17:47:13,web,paid_social,c024,,0,,,2025-11-09 17:48:56,,,,0,0,0,0,0,,,,0.0
s0000095,,2025-11-24 05:47:35,mobile,organic,c023,,0,,,2025-11-24 05:47:52,,2025-11-24 05:48:33,,1,0,0,0,0,,,,41.0
s0000096,u001679,2025-11-09 21:52:04,web,email,c016,a,1,,,2025-11-09 21:53:05,,2025-11-09 21:54:34,,1,0,0,0,0,,,,89.0
s0000097,,2026-01-10 16:55:58,mobile,organic,c039,,0,,,2026-01-10 16:57:53,,2026-01-10 16:58:04,,1,0,0,0,0,,,,11.0
s0000098,u000063,2025-11-11 18:03:42,web,paid_social,c037,a,1,,,2025-11-11 18:04:19,,,,0,0,0,0,0,,,,0.0
s0000099,u001732,2025-11-01 07:34:44,web,email,c026,a,0,2025-11-01 07:38:32,2025-11-01 07:39:14,2025-11-01 07:36:13,2025-11-01 07:39:20,2025-11-01 07:37:45,2025-11-01 07:41:15,1,1,1,1,1,47.0,89.0,210.0,302.0
s0000100,u000982,2025-10-24 14:30:41,web,organic,c035,b,0,,,2025-10-24 14:32:14,,2025-10-24 14:33:40,,1,0,0,0,0,,,,86.0
s0000101,u000586,2025-10-25 11:40:32,web,paid_social,c008,b,1,,,2025-10-25 11:40:47,,2025-10-25 11:41:42,,1,0,0,0,0,,,,55.0
s0000102,,2025-11-07 16:24:08,web,organic,c007,,0,,,2025-11-07 16:24:24,,,,0,0,0,0,0,,,,0.0
s0000103,u001891,2025-12-15 04:18:23,web,organic,c029,b,1,,,2025-12-15 04:18:52,,,,0,0,0,0,0,,,,0.0
s0000104,u000969,2025-10-23 00:41:59,web,referral,c028,b,1,,,2025-10-23 00:42:11,,2025-10-23 00:43:18,,1,0,0,0,0,,,,67.0
s0000105,u000976,2025-11-16 05:56:34,web,referral,c010,b,0,,,2025-11-16 05:57:45,,,,0,0,0,0,0,,,,0.0
s0000106,u002007,2025-10-26 16:12:59,mobile,paid_social,c034,,0,,,2025-10-26 16:14:54,,,,0,0,0,0,0,,,,0.0
s0000107,u000421,2025-11-26 18:28:44,unknown,email,c030,,1,,,2025-11-26 18:30:27,,,,0,0,0,0,0,,,,0.0
s0000108,u000900,2025-10-25 19:30:06,web,organic,c009,b,0,2025-10-25 19:32:48,2025-10-25 19:34:02,2025-10-25 19:30:18,2025-10-25 19:34:47,2025-10-25 19:30:50,2025-10-25 19:35:56,1,1,1,1,1,118.0,192.0,306.0,338.0
s0000109,u001255,2025-12-15 02:51:59,web,search,c025,a,1,,,2025-12-15 02:52:48,,2025-12-15 02:53:30,,1,0,0,0,0,,,,42.0
s0000110,u000763,2025-12-22 09:34:21,web,email,c035,a,0,,,2025-12-22 09:35:28,,,,0,0,0,0,0,,,,0.0
s0000111,,2025-12-26 06:15:54,mobile,email,c031,,0,,,2025-12-26 06:17:43,,2025-12-26 06:18:34,,1,0,0,0,0,,,,51.0
s0000112,,2025-11-10 15:09:28,web,search,c017,,0,,,2025-11-10 15:10:40,,2025-11-10 15:10:48,,1,0,0,0,0,,,,8.0
s0000113,u000587,2026-01-07 14:32:11,mobile,organic,c033,,1,,,2026-01-07 14:33:11,,,,0,0,0,0,0,,,,0.0
s0000114,u000788,2025-12-22 13:35:54,mobile,paid_social,c013,,0,,,2025-12-22 13:37:28,,2025-12-22 13:38:58,,1,0,0,0,0,,,,90.0
s0000115,u001843,2025-10-26 12:56:26,web,organic,c039,b,1,,,2025-10-26 12:56:50,,2025-10-26 12:57:12,,1,0,0,0,0,,,,22.0
s0000116,u000742,2025-11-30 02:37:56,mobile,email,c040,,1,,,2025-11-30 02:39:15,,,,0,0,0,0,0,,,,0.0
s0000117,u000355,2025-12-29 12:55:48,mobile,organic,c013,,0,,,2025-12-29 12:57:14,,2025-12-29 12:59:00,,1,0,0,0,0,,,,106.0
s0000118,,2025-11-18 10:06:25,mobile,search,c028,,0,,,2025-11-18 10:08:16,,2025-11-18 10:08:26,,1,0,0,0,0,,,,10.0
s0000119,u000774,2025-11-24 18:44:35,mobile,organic,c039,,1,,,2025-11-24 18:45:44,,,,0,0,0,0,0,,,,0.0
s0000120,u002024,2025-12-17 02:31:13,web,paid_social,c012,b,1,,,2025-12-17 02:32:41,,,,0,0,0,0,0,,,,0.0
s0000121,u000240,2025-10-26 10:24:53,web,referral,c029,,0,,,2025-10-26 10:25:20,,2025-10-26 10:25:37,,1,0,0,0,0,,,,17.0
s0000122,u000049,2026-01-16 11:09:21,web,search,c022,,0,,,2026-01-16 11:09:58,,,,0,0,0,0,0,,,,0.0
s0000123,u002028,2025-11-06 03:27:18,mobile,referral,c018,,1,2025-11-06 03:31:15,,2025-11-06 03:28:06,,2025-11-06 03:29:37,,1,1,0,0,0,98.0,,,189.0
s0000124,u000217,2025-10-23 20:11:15,web,search,c026,a,1,,,2025-10-23 20:12:34,,,,0,0,0,0,0,,,,0.0
s0000125,u000019,2025-10-21 22:04:25,web,organic,c020,b,1,,,2025-10-21 22:06:16,,,,0,0,0,0,0,,,,0.0
s0000126,,2025-11-26 09:36:48,mobile,email,c029,,0,,,2025-11-26 09:38:21,,,,0,0,0,0,0,,,,0.0
s0000127,u000698,2026-01-09 00:33:48,web,organic,c039,b,0,,,2026-01-09 00:35:42,,2026-01-09 00:36:56,,1,0,0,0,0,,,,74.0
s0000128,u001067,2026-01-03 05:15:44,web,organic,c009,a,1,,,2026-01-03 05:17:05,,,,0,0,0,0,0,,,,0.0
s0000129,u000899,2026-01-11 12:35:42,web,paid_social,c008,b,0,2026-01-11 12:37:09,2026-01-11 12:38:04,2026-01-11 12:35:57,2026-01-11 12:38:49,2026-01-11 12:36:57,2026-01-11 12:39:42,1,1,1,1,1,12.0,67.0,165.0,225.0
s0000130,,2025-12-08 11:32:45,mobile,organic,c025,,0,,,2025-12-08 11:33:22,,,,0,0,0,0,0,,,,0.0
s0000131,u001059,2025-11-30 19:52:04,web,email,c039,b,0,,,2025-11-30 19:52:59,,2025-11-30 19:53:32,,1,0,0,0,0,,,,33.0
s0000132,u000572,2025-11-25 04:02:09,web,search,c034,b,1,,,2025-11-25 04:02:31,,,,0,0,0,0,0,,,,0.0
s0000133,u000495,2025-10-25 14:50:21,unknown,organic,c017,,1,,,2025-10-25 14:52:03,,,,0,0,0,0,0,,,,0.0
s0000134,u000495,2026-01-11 07:08:31,web,search,c033,b,1,,,2026-01-11 07:09:22,,,,0,0,0,0,0,,,,0.0
s0000135,,2025-12-05 02:18:59,web,organic,c037,,0,2025-12-05 02:21:49,,2025-12-05 02:19:22,,2025-12-05 02:20:03,,1,1,0,0,0,106.0,,,147.0
s0000136,,2025-12-01 09:31:18,mobile,paid_social,c012,,0,,,2025-12-01 09:33:07,,,,0,0,0,0,0,,,,0.0
s0000137,u001207,2025-12-06 19:20:16,web,organic,c005,b,0,2025-12-06 19:22:22,,2025-12-06 19:20:44,,2025-12-06 19:21:47,,1,1,0,0,0,35.0,,,98.0
s0000138,,2025-12-31 21:56:59,web,email,c039,,0,,,2025-12-31 21:57:13,,2025-12-31 21:58:40,,1,0,0,0,0,,,,87.0
s0000139,u001011,2025-11-10 15:26:01,mobile,organic,c007,,1,,,2025-11-10 15:26:46,,2025-11-10 15:26:51,,1,0,0,0,0,,,,5.0
s0000140,u001626,2025-12-24 07:57:41,mobile,organic,c001,,0,,,2025-12-24 07:58:14,,,,0,0,0,0,0,,,,0.0
s0000141,u000003,2025-12-24 09:50:19,web,paid_social,c013,a,0,2025-12-24 09:53:22,,2025-12-24 09:50:32,,2025-12-24 09:52:08,,1,1,0,0,0,74.0,,,170.0
s0000142,u000661,2026-01-05 21:36:36,mobile,search,c032,,1,,,2026-01-05 21:38:07,,2026-01-05 21:39:53,,1,0,0,0,0,,,,106.0
s0000143,u002115,2025-10-22 05:19:57,mobile,search,c030,,1,,,2025-10-22 05:21:02,,2025-10-22 05:21:44,,1,0,0,0,0,,,,42.0
s0000144,u000940,2025-11-05 18:37:49,mobile,search,c013,,1,2025-11-05 18:41:42,2025-11-05 18:41:57,2025-11-05 18:38:30,2025-11-05 18:43:32,2025-11-05 18:39:56,,1,1,1,1,0,106.0,121.0,,302.0
s0000145,,2025-12-02 20:02:14,mobile,organic,c028,,0,,,2025-12-02 20:03:36,,,,0,0,0,0,0,,,,0.0
s0000146,u001160,2026-01-05 23:44:36,mobile,search,c038,,1,,,2026-01-05 23:46:31,,2026-01-05 23:47:43,,1,0,0,0,0,,,,72.0
s0000147,u000904,2026-01-16 07:13:42,web,referral,c001,a,0,,,2026-01-16 07:13:50,,,,0,0,0,0,0,,,,0.0
s0000148,u000465,2025-12-13 23:29:32,web,organic,c035,a,0,,,2025-12-13 23:30:13,,,,0,0,0,0,0,,,,0.0
s0000149,,2025-11-09 12:47:07,web,paid_social,c025,,0,2025-11-09 12:48:56,,2025-11-09 12:47:48,,2025-11-09 12:48:30,,1,1,0,0,0,26.0,,,68.0
s0000150,u001945,2025-11-07 01:16:44,web,organic,c036,b,1,,,2025-11-07 01:17:36,,2025-11-07 01:17:47,,1,0,0,0,0,,,,11.0
s0000151,u001789,2025-12-17 23:46:30,mobile,email,c002,,1,,,2025-12-17 23:46:42,,2025-12-17 23:47:24,,1,0,0,0,0,,,,42.0
s0000152,,2025-11-09 08:19:31,web,organic,c011,,0,,,2025-11-09 08:21:09,,2025-11-09 08:22:22,,1,0,0,0,0,,,,73.0
s0000153,u000039,2025-12-10 05:14:41,web,organic,c016,a,0,,,2025-12-10 05:16:19,,,,0,0,0,0,0,,,,0.0
s0000154,,2026-01-04 13:46:11,web,search,c032,,0,2026-01-04 13:50:06,2026-01-04 13:51:44,2026-01-04 13:48:04,2026-01-04 13:51:52,2026-01-04 13:49:14,2026-01-04 13:53:38,1,1,1,1,1,52.0,150.0,264.0,334.0
s0000155,u001042,2025-11-25 12:35:11,mobile,paid_social,c028,,1,,,2025-11-25 12:36:19,,2025-11-25 12:36:41,,1,0,0,0,0,,,,22.0
s0000156,,2025-11-24 12:04:33,mobile,organic,c014,,0,2025-11-24 12:07:15,,2025-11-24 12:05:43,,2025-11-24 12:05:49,,1,1,0,0,0,86.0,,,92.0
s0000157,u001931,2025-10-24 16:38:21,web,email,c010,a,0,2025-10-24 16:42:01,,2025-10-24 16:39:26,,2025-10-24 16:40:31,,1,1,0,0,0,90.0,,,155.0
s0000158,u000952,2025-11-13 07:23:55,mobile,organic,c018,,1,,,2025-11-13 07:24:31,,2025-11-13 07:26:27,,1,0,0,0,0,,,,116.0
s0000159,,2025-12-23 06:40:10,web,referral,c007,,0,,,2025-12-23 06:40:18,,2025-12-23 06:40:52,,1,0,0,0,0,,,,34.0
s0000160,u000522,2025-11-22 21:01:16,mobile,referral,c037,,0,2025-11-22 21:04:24,,2025-11-22 21:02:25,,2025-11-22 21:04:06,,1,1,0,0,0,18.0,,,119.0
s0000161,,2025-11-04 16:30:06,mobile,email,c034,,0,,,2025-11-04 16:31:00,,,,0,0,0,0,0,,,,0.0
s0000162,u001199,2025-10-30 23:02:04,web,paid_social,c029,b,0,,,2025-10-30 23:03:50,,,,0,0,0,0,0,,,,0.0
s0000163,,2025-10-29 23:53:29,mobile,paid_social,c020,,0,,,2025-10-29 23:54:53,,,,0,0,0,0,0,,,,0.0
s0000164,u001305,2025-12-19 18:18:15,web,email,c026,b,0,,,2025-12-19 18:19:06,,,,0,0,0,0,0,,,,0.0
s0000165,u000486,2025-12-15 13:50:18,web,organic,c011,a,1,2025-12-15 13:55:14,2025-12-15 13:55:55,2025-12-15 13:52:16,2025-12-15 13:56:59,2025-12-15 13:53:32,2025-12-15 13:58:45,1,1,1,1,1,102.0,143.0,313.0,389.0
s0000166,u000924,2025-12-07 02:34:53,web,email,c006,b,1,,,2025-12-07 02:35:03,,,,0,0,0,0,0,,,,0.0
s0000167,u002094,2025-12-05 11:16:52,web,search,c010,b,0,,,2025-12-05 11:17:28,,2025-12-05 11:18:47,,1,0,0,0,0,,,,79.0
s0000168,u000320,2025-11-04 05:21:06,mobile,email,c022,,1,,,2025-11-04 05:22:59,,2025-11-04 05:23:09,,1,0,0,0,0,,,,10.0
s0000169,u002093,2025-12-05 11:52:52,mobile,search,c039,,1,,,2025-12-05 11:54:36,,2025-12-05 11:54:46,,1,0,0,0,0,,,,10.0
